Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
48145869,2017-07-04,2022-07-03,1477.41,1250
25709872,2017-01-08,2022-01-07,1490.56,1100
58402801,2016-04-12,2021-04-11,1143.83,250
23093190,2017-01-02,2022-01-01,1407.36,250
62476842,2018-10-23,2023-10-22,1539.06,1250
39943487,2019-08-29,2024-08-27,1416.79,1100
41266042,2018-06-30,2023-06-29,1285.03,750
73383408,2016-08-15,2021-08-14,1364.6,1250
77896866,2016-08-07,2021-08-06,1360.76,375
83526768,2019-07-01,2024-06-29,1738.86,375
31440110,2016-12-21,2021-12-20,1161.17,1000
30228053,2017-07-10,2022-07-09,1149.52,500
86994344,2017-02-04,2022-02-03,1452.34,750
65728508,2019-01-20,2024-01-19,1194.77,1000
45540068,2019-09-05,2024-09-03,2011.38,250
3159946,2018-11-11,2023-11-10,1672.88,850
88449749,2015-10-14,2020-10-12,1093.07,750
35937789,2016-09-29,2021-09-28,1977.87,375
19441647,2018-08-06,2023-08-05,1097.64,750
7209259,2015-05-26,2020-05-24,1103.58,1000
65950991,2018-11-29,2023-11-28,1241.97,375
2327887,2018-12-02,2023-12-01,1341.24,500
30722742,2015-06-20,2020-06-18,1297.75,375
31289760,2015-12-23,2020-12-21,1484.48,850
24826570,2018-03-28,2023-03-27,1004.14,375
14860884,2018-12-11,2023-12-10,1268.79,1100
39643100,2015-04-18,2020-04-16,1344.36,250
3689505,2015-10-25,2020-10-23,767.14,250
58850520,2018-03-26,2023-03-25,1238.62,500
76966394,2017-01-21,2022-01-20,1026.88,725
14491371,2018-06-05,2023-06-04,1386.93,1100
88277641,2018-09-20,2023-09-19,1337.56,250
87387146,2017-09-23,2022-09-22,1591.21,850
55158016,2019-10-10,2024-10-08,1511.41,750
55594244,2016-11-13,2021-11-12,1558.12,500
72557209,2019-07-28,2024-07-26,1677.5,1100
45653587,2017-03-02,2022-03-01,1597.78,375
48539325,2015-07-10,2020-07-08,1377.94,375
68724825,2016-10-05,2021-10-04,1675.45,1000
50817431,2018-04-25,2023-04-24,1006.77,500
16836723,2016-11-23,2021-11-22,1348.85,1000
72701989,2019-12-04,2024-12-02,1680.44,850
88126567,2017-05-17,2022-05-16,1609.97,850
50642514,2018-07-01,2023-06-30,1025.54,750
32181078,2015-02-04,2020-02-03,1421.59,1250
74155665,2017-01-16,2022-01-15,1462.75,1250
26168499,2016-04-11,2021-04-10,1722.88,500
805361,2017-01-28,2022-01-27,1577.46,1100
25824239,2019-04-23,2024-04-21,1158.5900000000001,725
61746240,2015-11-30,2020-11-28,1270.02,850
86025344,2015-09-10,2020-09-08,1382.88,1250
40080823,2018-03-01,2023-02-28,1233.96,850
14275912,2019-03-23,2024-03-21,1454.55,500
70443156,2016-08-24,2021-08-23,1879.63,850
36830384,2018-02-01,2023-01-31,1255.68,1250
68772900,2015-08-06,2020-08-04,1050.24,750
154957,2015-02-13,2020-02-12,1082.1,750
97640537,2017-04-19,2022-04-18,1719.33,1000
49271002,2017-11-10,2022-11-09,1549.27,250
25021431,2015-10-15,2020-10-13,1757.21,750
2591148,2015-10-05,2020-10-03,1352.83,1100
98906193,2015-10-19,2020-10-17,1216.68,1000
39496115,2018-04-17,2023-04-16,1371.78,750
64840878,2018-01-25,2023-01-24,911.53,850
30541531,2016-06-25,2021-06-24,1301.65,500
51503628,2019-11-03,2024-11-01,1301.17,250
57960133,2016-01-23,2021-01-21,1350.68,850
82415554,2017-09-27,2022-09-26,1474.78,250
67861820,2019-09-09,2024-09-07,1417.96,500
16811946,2015-05-27,2020-05-25,1558.86,375
74841285,2015-12-18,2020-12-16,1310.71,1100
95720284,2016-04-30,2021-04-29,1133.72,250
22856623,2015-10-04,2020-10-02,1050.76,750
26966390,2019-12-02,2024-11-30,848.86,250
48447968,2015-12-29,2020-12-27,979.26,500
16102801,2019-03-18,2024-03-16,1574.29,250
26448615,2018-08-07,2023-08-06,1050.24,750
40923310,2018-12-05,2023-12-04,1437.88,500
43294383,2016-12-10,2021-12-09,1437.7,750
51196264,2017-11-22,2022-11-21,1463.64,1100
36395886,2017-04-02,2022-04-01,1529.93,1250
32850676,2018-03-23,2023-03-22,1342.72,375
94041488,2019-10-21,2024-10-19,966.23,500
90719324,2015-11-06,2020-11-04,1190.6,850
51278851,2019-04-04,2024-04-02,979.23,500
16868727,2015-02-09,2020-02-08,1171.75,1100
32269648,2015-03-28,2020-03-26,1402.75,1100
35411319,2016-01-17,2021-01-15,1344.93,500
20717346,2019-03-09,2024-03-07,1882.51,850
90102908,2018-10-05,2023-10-04,1090.03,750
40744909,2017-04-02,2022-04-01,1145.55,850
51460917,2016-05-15,2021-05-14,1514.42,500
9678345,2016-09-03,2021-09-02,1349.18,250
34298143,2015-09-04,2020-09-02,1601.47,750
17682460,2017-09-28,2022-09-27,2149.0,1000
29751001,2015-02-15,2020-02-14,1464.03,375
97699215,2015-06-21,2020-06-19,1057.77,375
28920570,2015-07-26,2020-07-24,1334.15,250
55572819,2018-03-07,2023-03-06,1464.73,750
77220112,2017-08-22,2022-08-21,1630.79,1250
39287253,2018-03-11,2023-03-10,1139.0,750
47227365,2015-04-12,2020-04-10,875.15,725
68758379,2015-04-23,2020-04-21,1441.06,1100
69956708,2017-07-22,2022-07-21,1511.45,500
47604157,2019-10-23,2024-10-21,1179.56,500
83535117,2019-05-17,2024-05-15,1618.27,375
40480922,2016-10-26,2021-10-25,923.64,725
86598005,2019-06-12,2024-06-10,1371.96,750
7829422,2018-11-15,2023-11-14,835.02,375
77985779,2019-11-19,2024-11-17,1730.01,1100
2826834,2018-06-25,2023-06-24,1464.42,375
16549127,2016-10-10,2021-10-09,1558.12,1000
94267540,2018-05-11,2023-05-10,1242.96,500
5638133,2015-06-06,2020-06-04,1101.51,250
685148,2019-10-15,2024-10-13,1767.91,375
65048278,2019-12-15,2024-12-13,855.01,250
84614909,2019-04-29,2024-04-27,1536.31,850
93767034,2017-02-26,2022-02-25,821.92,375
68712839,2016-01-09,2021-01-07,1058.79,750
88786295,2016-06-28,2021-06-27,1307.04,500
33924986,2016-05-14,2021-05-13,1131.08,250
1852576,2019-04-02,2024-03-31,722.17,500
58108176,2018-05-22,2023-05-21,1232.79,500
30744008,2018-01-29,2023-01-28,1019.44,750
50530733,2019-07-05,2024-07-03,1046.19,850
29282758,2018-09-15,2023-09-14,1422.21,1250
55375567,2017-12-10,2022-12-09,1552.78,250
37692729,2018-12-17,2023-12-16,1260.56,1100
2754282,2019-02-13,2024-02-12,1138.1599999999999,850
88220091,2016-03-24,2021-03-23,1534.72,1000
67723230,2015-06-07,2020-06-05,915.29,725
11321695,2017-01-27,2022-01-26,1124.8400000000001,850
28503365,2019-11-14,2024-11-12,1514.39,375
51783131,2019-09-22,2024-09-20,1196.78,500
76396029,2015-03-18,2020-03-16,1366.6,1100
20961064,2015-09-10,2020-09-08,1022.42,500
79684283,2016-04-09,2021-04-08,1465.74,850
33389186,2016-01-24,2021-01-22,1388.55,250
52362335,2019-04-24,2024-04-22,1738.64,850
97038950,2016-07-21,2021-07-20,1722.88,850
25911954,2018-01-04,2023-01-03,1405.71,375
43835342,2019-07-22,2024-07-20,1878.09,1100
17243300,2018-04-16,2023-04-15,1124.38,750
54095280,2019-03-25,2024-03-23,1325.35,375
59809867,2019-06-11,2024-06-09,1878.09,850
62204538,2018-11-06,2023-11-05,1171.75,750
93993724,2016-10-04,2021-10-03,1241.8,750
84995704,2016-12-09,2021-12-08,1662.43,750
70956054,2016-12-21,2021-12-20,1310.32,500
43274676,2016-08-24,2021-08-23,1446.83,1100
23237113,2015-11-10,2020-11-08,1607.36,1000
76501771,2019-05-02,2024-04-30,2231.59,1100
56554662,2018-12-28,2023-12-27,1422.36,1000
48123602,2018-11-25,2023-11-24,1389.59,250
93915831,2019-01-10,2024-01-09,1184.06,750
38560500,2017-10-06,2022-10-05,1427.25,850
31544449,2017-12-25,2022-12-24,1874.09,375
68615486,2015-01-09,2020-01-08,1090.03,850
55535445,2018-09-19,2023-09-18,1585.54,375
17988992,2015-08-18,2020-08-16,1625.45,1100
4884362,2019-11-21,2024-11-19,1350.54,1000
33812679,2016-02-15,2021-02-13,1241.8,500
81854573,2017-09-17,2022-09-16,1231.17,250
24579461,2018-09-02,2023-09-01,1226.83,750
29479376,2016-11-07,2021-11-06,1220.53,750
10462442,2018-10-19,2023-10-18,982.22,725
52265512,2017-01-27,2022-01-26,1447.75,500
53901080,2019-04-29,2024-04-27,1166.22,250
69785179,2018-06-24,2023-06-23,1433.42,375
26811168,2017-12-17,2022-12-16,1617.76,850
82637719,2018-06-04,2023-06-03,1081.17,500
69546465,2015-06-21,2020-06-19,1053.02,750
67427892,2016-07-10,2021-07-09,1102.85,250
18213616,2017-11-09,2022-11-08,1516.6,1000
98204794,2016-12-07,2021-12-06,867.28,250
63413768,2017-09-28,2022-09-27,1405.02,250
91137254,2018-05-23,2023-05-22,1137.03,750
11188080,2015-05-08,2020-05-06,1407.01,1000
88205475,2015-09-18,2020-09-16,1677.26,1000
40728523,2017-04-12,2022-04-11,1127.4,375
65176492,2015-07-14,2020-07-12,1377.94,850
84230177,2019-08-24,2024-08-22,1309.4,750
76094360,2016-08-09,2021-08-08,1329.08,500
36994744,2019-05-03,2024-05-01,1345.91,850
68043700,2015-09-25,2020-09-23,1097.64,750
28902069,2017-07-12,2022-07-11,1283.85,375
86916499,2015-02-08,2020-02-07,974.84,725
29827294,2015-06-23,2020-06-21,1447.77,1100
79637867,2017-04-05,2022-04-04,1337.96,750
36632627,2015-03-12,2020-03-10,1304.83,1000
77511222,2016-06-25,2021-06-24,1243.4,500
2651469,2015-07-23,2020-07-21,949.44,725
8151138,2019-07-18,2024-07-16,1237.04,850
67268508,2015-04-05,2020-04-03,1353.33,500
53908268,2019-07-13,2024-07-11,1416.57,1000
86247133,2016-07-09,2021-07-08,1360.71,250
45568889,2017-04-30,2022-04-29,1742.41,250
28033385,2017-08-26,2022-08-25,952.24,500
33210582,2019-05-31,2024-05-29,1375.8,750
24732184,2017-02-12,2022-02-11,1504.83,850
36126824,2016-12-16,2021-12-15,1778.56,500
95452898,2016-06-21,2021-06-20,1633.91,1250
22757342,2017-05-08,2022-05-07,1490.71,850
62489716,2019-03-23,2024-03-21,1248.49,250
4825861,2018-08-27,2023-08-26,1082.72,500
63915659,2018-05-19,2023-05-18,1158.03,375
6724124,2019-06-13,2024-06-11,1385.41,1100
51719736,2015-12-20,2020-12-18,1757.21,250
89809331,2017-02-23,2022-02-22,1883.56,375
55106029,2019-07-05,2024-07-03,1636.27,1100
79076902,2019-09-05,2024-09-03,1391.36,375
81131466,2018-05-18,2023-05-17,1041.36,850
75995455,2019-07-22,2024-07-20,1861.26,1100
24425829,2017-02-18,2022-02-17,1476.44,1250
51382748,2018-11-23,2023-11-22,1294.04,500
18843229,2018-03-31,2023-03-30,1265.84,750
98180746,2016-10-10,2021-10-09,1437.7,1100
53013494,2018-05-11,2023-05-10,1320.39,375
25264033,2016-12-04,2021-12-03,1059.37,1000
16445138,2017-11-13,2022-11-12,1584.51,250
64232393,2018-11-30,2023-11-29,1175.7,750
89531319,2018-04-22,2023-04-21,1018.73,375
38011478,2019-05-25,2024-05-23,1419.14,500
76314893,2018-01-31,2023-01-30,1362.87,850
51976040,2015-03-19,2020-03-17,1198.44,850
47594042,2019-09-26,2024-09-24,1648.73,1250
42439409,2015-07-15,2020-07-13,1155.97,250
51614294,2017-10-31,2022-10-30,1759.11,1250
49079198,2017-06-01,2022-05-31,1316.62,1000
17823172,2015-10-24,2020-10-22,1220.86,500
94643689,2016-08-28,2021-08-27,1536.04,750
47535644,2015-10-14,2020-10-12,919.37,250
70770604,2016-03-21,2021-03-20,1340.74,1250
92171444,2017-05-21,2022-05-20,1614.03,250
98218559,2018-11-17,2023-11-16,1129.23,1000
24112992,2019-04-30,2024-04-28,1106.67,250
97054219,2018-12-24,2023-12-23,1625.65,850
88485257,2016-10-01,2021-09-30,962.29,725
89965941,2019-10-27,2024-10-25,1322.42,850
96432110,2018-07-20,2023-07-19,1245.89,850
13059425,2016-12-25,2021-12-24,1332.93,1000
49482316,2018-08-03,2023-08-02,1128.71,1100
10956608,2019-08-28,2024-08-26,1288.5,1000
43059680,2016-11-03,2021-11-02,965.41,750
92971595,2018-03-08,2023-03-07,1927.87,850
97579324,2019-04-29,2024-04-27,1099.29,500
81790439,2015-12-02,2020-11-30,1632.93,250
36812723,2019-09-15,2024-09-13,1416.72,250
63544625,2015-12-23,2020-12-21,1609.11,1250
4670341,2018-09-16,2023-09-15,1437.33,500
64395759,2016-09-02,2021-09-01,992.51,375
25635199,2018-06-12,2023-06-11,1171.75,375
31654716,2017-01-04,2022-01-03,1689.06,250
49500109,2015-11-01,2020-10-30,1482.14,1000
45415742,2019-10-16,2024-10-14,1206.42,1000
72734497,2017-04-02,2022-04-01,1589.9,500
94707709,2016-09-09,2021-09-08,1378.26,750
84750581,2015-03-31,2020-03-29,972.5,375
58381149,2015-12-16,2020-12-14,1136.83,250
42346242,2019-06-05,2024-06-03,1848.66,1000
54104324,2017-05-02,2022-05-01,1445.63,750
48099688,2019-01-08,2024-01-07,1245.33,375
57896641,2015-05-15,2020-05-13,1304.67,1000
70730777,2018-12-13,2023-12-12,979.73,850
6125826,2015-02-28,2020-02-27,1133.85,750
48227409,2015-06-26,2020-06-24,1086.48,1000
86308584,2017-02-19,2022-02-18,1683.71,1100
69065593,2018-07-01,2023-06-30,1620.89,1100
79847038,2016-09-09,2021-09-08,1501.54,500
38048317,2019-04-08,2024-04-06,1357.25,750
73611658,2017-09-16,2022-09-15,1224.99,750
14696879,2018-02-23,2023-02-22,1664.66,1000
25166437,2015-01-25,2020-01-24,1217.84,750
1123756,2018-02-20,2023-02-19,969.5,725
97163084,2016-10-16,2021-10-15,1547.41,1100
95055869,2015-11-03,2020-11-01,900.02,375
56985579,2016-11-08,2021-11-07,1272.48,500
69039720,2018-10-18,2023-10-17,1097.64,750
84514844,2017-04-14,2022-04-13,1335.44,750
79953663,2018-03-12,2023-03-11,1354.5,1000
15557796,2015-01-07,2020-01-06,1277.25,1250
95003319,2019-06-16,2024-06-14,1402.56,500
7612494,2015-11-10,2020-11-08,1521.55,1100
53260901,2019-03-25,2024-03-23,1381.71,850
92072556,2018-06-01,2023-05-31,1594.37,250
77571223,2017-03-11,2022-03-10,1614.73,1000
69010501,2015-03-08,2020-03-06,1151.39,250
1223455,2017-04-24,2022-04-23,1508.2,500
9885192,2018-03-06,2023-03-05,875.15,725
1144998,2015-12-18,2020-12-16,1464.42,850
59716920,2015-11-02,2020-10-31,1377.23,500
59056952,2018-02-11,2023-02-10,1653.32,750
25165399,2016-12-09,2021-12-08,965.41,850
70762179,2015-08-18,2020-08-16,1277.12,1250
62934502,2019-06-03,2024-06-01,1532.83,1100
11472607,2017-08-06,2022-08-05,1502.83,1100
97857094,2017-03-10,2022-03-09,1416.92,750
86818840,2016-08-01,2021-07-31,1141.73,375
66433538,2017-06-05,2022-06-04,1735.54,250
87807011,2018-05-10,2023-05-09,1155.38,375
36252521,2019-07-02,2024-06-30,1240.71,250
19916412,2017-08-31,2022-08-30,1274.69,250
79440708,2016-08-02,2021-08-01,1174.43,850
23116837,2018-02-11,2023-02-10,1454.43,375
58958113,2019-09-22,2024-09-20,1222.09,750
4798421,2019-09-08,2024-09-06,1630.98,1100
83442197,2018-05-08,2023-05-07,1273.7,250
30154931,2019-12-01,2024-11-29,1462.75,750
38118038,2015-08-16,2020-08-14,1561.41,250
12113111,2017-04-21,2022-04-20,1584.27,1100
4653002,2019-01-28,2024-01-27,1441.83,1000
45187680,2016-11-15,2021-11-14,1772.5,500
77930423,2017-11-08,2022-11-07,1553.9,750
58935017,2017-07-15,2022-07-14,1483.35,1100
41183360,2015-02-09,2020-02-08,1264.99,850
64489018,2018-09-24,2023-09-23,1209.41,1000
59793426,2017-02-15,2022-02-14,1603.95,1100
86621472,2018-01-05,2023-01-04,1457.65,1250
47250858,2015-11-22,2020-11-20,1383.13,1100
35164192,2017-11-02,2022-11-01,1696.01,750
93872352,2018-11-09,2023-11-08,1588.22,750
32465036,2018-05-25,2023-05-24,699.0,500
7583558,2016-06-14,2021-06-13,1291.04,750
80671012,2018-06-18,2023-06-17,1197.71,1100
21840601,2016-09-15,2021-09-14,1298.05,500
29130803,2019-03-24,2024-03-22,1414.69,500
89807115,2017-11-20,2022-11-19,1874.09,850
56016539,2018-10-16,2023-10-15,1878.44,375
20028641,2019-06-08,2024-06-06,1238.83,750
98342054,2019-12-01,2024-11-29,1372.51,500
44644317,2015-10-09,2020-10-07,796.35,500
76186278,2018-07-03,2023-07-02,1503.21,250
18665569,2019-04-06,2024-04-04,1772.55,1250
17177553,2019-10-22,2024-10-20,1497.33,850
84737139,2018-08-17,2023-08-16,1155.38,750
20110999,2018-07-20,2023-07-19,1142.62,500
15636027,2015-07-12,2020-07-10,1107.07,1100
3374512,2015-06-15,2020-06-13,1131.4,250
78416115,2017-03-30,2022-03-29,1880.49,850
83080437,2016-09-03,2021-09-02,1431.14,750
74018355,2018-11-13,2023-11-12,1520.78,1250
33373191,2016-11-19,2021-11-18,873.17,500
48874504,2018-07-01,2023-06-30,1256.2,1250
61822544,2017-12-24,2022-12-23,1712.8,250
95418720,2015-01-01,2019-12-31,1019.44,750
26451021,2017-07-03,2022-07-02,859.14,375
64622920,2018-12-30,2023-12-29,1497.35,500
32522091,2016-03-14,2021-03-13,895.16,725
39445003,2016-12-30,2021-12-29,1059.37,750
48960766,2019-07-02,2024-06-30,1339.97,750
80701700,2016-03-08,2021-03-07,1545.1,250
13276296,2016-10-22,2021-10-21,1105.6,375
62817398,2017-08-26,2022-08-25,1463.64,1100
85700966,2016-03-19,2021-03-18,1335.42,1100
81139309,2015-04-01,2020-03-30,1141.62,500
31115428,2017-12-22,2022-12-21,1122.1799999999998,725
59844245,2016-07-25,2021-07-24,1631.27,500
75471635,2018-12-13,2023-12-12,1326.44,250
37365645,2016-08-03,2021-08-02,1416.42,1000
30886692,2019-10-29,2024-10-27,1799.14,1000
20094740,2019-10-25,2024-10-23,1149.21,725
40949294,2018-06-22,2023-06-21,948.1,250
59903677,2016-05-25,2021-05-24,1168.58,250
4412455,2019-05-06,2024-05-04,1427.68,375
63303091,2018-12-18,2023-12-17,1454.43,250
69473558,2016-06-16,2021-06-15,1383.97,1000
30943907,2018-11-29,2023-11-28,1118.76,1000
88072632,2017-07-15,2022-07-14,1122.47,850
17859400,2018-02-12,2023-02-11,1281.72,850
44758658,2015-03-18,2020-03-16,1442.99,1100
59389775,2015-02-06,2020-02-05,1693.83,850
56358017,2015-05-22,2020-05-20,1436.79,375
82034836,2015-05-31,2020-05-29,791.47,375
85533219,2018-11-26,2023-11-25,1202.28,250
23742362,2015-05-12,2020-05-10,1050.24,850
96544248,2019-07-30,2024-07-28,1400.56,375
91136317,2018-04-06,2023-04-05,736.07,500
524945,2017-02-09,2022-02-08,1353.24,750
89480287,2019-06-05,2024-06-03,1108.72,725
73495563,2018-09-08,2023-09-07,1086.48,1000
49890057,2019-01-07,2024-01-06,1714.52,750
96931453,2018-09-23,2023-09-22,1265.72,850
1301372,2018-01-10,2023-01-09,1459.5,250
83887908,2017-01-18,2022-01-17,985.02,725
53898007,2019-09-27,2024-09-25,1550.6,1100
92393217,2015-04-17,2020-04-15,1339.39,500
75087314,2018-04-05,2023-04-04,1595.07,500
27869343,2017-06-20,2022-06-19,1405.62,1100
42238702,2016-01-24,2021-01-22,1722.88,375
83882849,2016-12-03,2021-12-02,1774.09,1100
53191491,2016-04-20,2021-04-19,1092.25,850
55836442,2015-09-25,2020-09-23,1312.22,1100
19797299,2016-05-23,2021-05-22,1370.75,1250
42014503,2015-08-30,2020-08-28,1185.78,750
66632796,2018-07-15,2023-07-14,736.07,500
34779257,2018-09-14,2023-09-13,999.0,250
28438268,2018-07-10,2023-07-09,1229.16,750
85642072,2019-09-06,2024-09-04,1465.07,850
86985639,2017-03-14,2022-03-13,1308.03,750
19409871,2018-11-23,2023-11-22,951.56,750
98537909,2018-10-10,2023-10-09,1131.4,1000
36871442,2018-03-21,2023-03-20,1101.85,250
62206580,2017-08-14,2022-08-13,1454.83,250
6449029,2016-06-25,2021-06-24,1441.63,500
30197531,2016-09-04,2021-09-03,1305.68,375
7988798,2016-04-26,2021-04-25,1022.18,725
13687485,2015-12-20,2020-12-18,1319.81,250
30865315,2019-08-05,2024-08-03,1561.04,500
44666285,2016-11-19,2021-11-18,1383.35,750
14604549,2019-03-22,2024-03-20,1362.95,500
9601220,2016-09-09,2021-09-08,1057.0,850
54275514,2018-09-09,2023-09-08,1592.41,500
24066386,2017-04-28,2022-04-27,1552.75,850
52209372,2017-03-30,2022-03-29,1405.02,500
13436161,2018-11-09,2023-11-08,1245.89,750
64916776,2019-08-07,2024-08-05,1140.69,250
35895551,2017-01-27,2022-01-26,1470.75,375
8202024,2019-10-08,2024-10-06,1174.1100000000001,750
55934327,2016-12-26,2021-12-25,1911.43,375
65899765,2018-12-26,2023-12-25,1022.42,850
57025776,2019-09-26,2024-09-24,1172.06,250
92189483,2015-09-07,2020-09-05,1310.71,750
83837152,2015-08-22,2020-08-20,1118.58,850
43807029,2019-07-12,2024-07-10,1524.56,500
7304371,2017-12-22,2022-12-21,1424.7,1250
35189628,2016-12-08,2021-12-07,928.19,750
47879533,2015-01-11,2020-01-10,1472.77,1100
25550840,2015-05-22,2020-05-20,1127.89,1000
38718653,2018-06-12,2023-06-11,1470.06,500
44632701,2015-08-12,2020-08-10,1281.07,250
46691805,2019-05-21,2024-05-19,1250.7,750
96396273,2015-05-08,2020-05-06,1151.39,250
25583068,2015-08-01,2020-07-30,1299.18,500
21970208,2017-06-02,2022-06-01,1323.25,500
56525503,2017-11-23,2022-11-22,1632.14,850
59510559,2015-01-10,2020-01-09,1134.68,1100
76666863,2019-01-05,2024-01-04,1543.36,1250
10330513,2017-10-05,2022-10-04,1758.34,1000
85250789,2016-06-21,2021-06-20,1408.03,250
17330819,2018-08-26,2023-08-25,972.18,725
62936255,2019-07-14,2024-07-12,1658.17,500
27304894,2015-03-16,2020-03-14,1372.18,1000
15821348,2017-10-11,2022-10-10,1249.95,750
25990008,2017-01-23,2022-01-22,985.02,500
64214479,2015-08-13,2020-08-11,1425.79,750
58468542,2018-05-03,2023-05-02,1402.75,250
12109189,2015-02-25,2020-02-24,1347.92,500
25365764,2018-09-11,2023-09-10,1140.15,750
76340081,2018-04-30,2023-04-29,1363.77,1000
97515124,2018-09-19,2023-09-18,1500.04,1250
14502363,2016-07-05,2021-07-04,588.17,250
41673939,2019-07-20,2024-07-18,1542.91,250
47730731,2015-06-30,2020-06-28,1181.64,250
91181228,2017-10-28,2022-10-27,1290.15,1100
86238072,2016-05-01,2021-04-30,1028.46,850
47438282,2019-09-23,2024-09-21,1219.99,500
87092611,2015-05-19,2020-05-17,974.59,750
49821046,2017-09-29,2022-09-28,2001.78,1250
77542413,2018-08-26,2023-08-25,1192.27,1100
40950855,2016-03-31,2021-03-30,1330.88,1000
97116029,2017-05-30,2022-05-29,1524.22,850
30831679,2019-10-31,2024-10-29,1977.16,1250
28866753,2018-05-05,2023-05-04,988.29,850
23142436,2017-04-18,2022-04-17,1362.07,250
89987204,2019-03-06,2024-03-04,1699.3,850
44468082,2016-09-07,2021-09-06,1665.14,500
45813055,2016-04-30,2021-04-29,1456.52,1100
49531552,2018-09-07,2023-09-06,1384.51,1000
5152903,2015-07-09,2020-07-07,1382.88,750
41093535,2018-11-20,2023-11-19,986.53,725
61806500,2016-08-20,2021-08-19,1223.21,750
81910100,2016-11-06,2021-11-05,1678.0,750
7892158,2016-12-26,2021-12-25,1393.0,850
95560569,2015-08-25,2020-08-23,1270.55,1000
48477966,2019-08-15,2024-08-13,1611.14,850
38183638,2018-07-25,2023-07-24,433.33,250
48336331,2016-01-08,2021-01-06,1116.7,500
74888499,2016-04-19,2021-04-18,1376.44,1000
9775543,2017-10-23,2022-10-22,1497.31,500
39959891,2016-08-19,2021-08-18,2019.63,750
69355427,2016-08-14,2021-08-13,1715.45,850
95639574,2015-11-13,2020-11-11,1047.06,500
82029174,2019-10-17,2024-10-15,1895.72,250
48674024,2019-10-23,2024-10-21,1800.65,500
41009794,2019-01-29,2024-01-28,1182.19,500
42727130,2017-06-09,2022-06-08,1138.29,725
18062739,2018-03-06,2023-03-05,1575.86,250
6540681,2019-05-26,2024-05-24,809.08,500
61582466,2018-02-25,2023-02-24,1327.41,500
49058891,2019-09-21,2024-09-19,1426.02,750
